ID,Caption,Date,Era,Facts,Sources,Conflicts
graffiti-song,"""Graffiti"" (Song)",,Love Is Dead,"- ""Graffiti"" received its first ever live performance at the opening night of the Love Is Dead tour at Elsewhere, Brooklyn, in May 2018 (described as a Saturday). Lauren Mayberry confirmed: ""we only played it on Saturday for the first time."" (www.youtube.com-watch-v-4nDlrS9_u80)
- ""Graffiti"" is the opening (first) track on Love Is Dead. (aaabackstage.com-live-review-chvrches-hordern-pavilion-22-07-2018)
- ""Graffiti"" debuted at #36 on the Hot Rock Songs chart (dated June 9, 2018). (www.billboard.com-pro-chvrches-love-is-dead-leads-top-rock-albums-alternative-albums)
- ""Graffiti"" was performed at Sydney Opera House on 2019-01-07 and was well-received by the audience; the reviewer described it as ""newest single"" at that time. (amnplify.com.au-portfolio-items-chvrches-sydney-opera-house-07-01-2019-live-review)
- Mayberry described the theme of ""Graffiti"" during Love Is Dead promotion (circa 2018): ""Growing up and realizing things aren't going to be the way you thought they would be. The feeling of Stand By Me, 'I never had any friends later on like the ones I had when I was 12. Jesus, did you?'"" [1,2]","1. archiv.lka-longhorn.de-konzerte-aktuelle-konzerte-konzert-details-article-chvrches
2. www.the-beatyard.com-act-chvrches"
gun-song,"""Gun"" (Song)",,The Bones of What You Believe,"- ""Gun"" is track 3 on The Bones of What You Believe. [1]
- ""Gun"" was released in Australia as a commercial single on 2013-06-14 on Vertigo, per the australian-charts.com singles discography. [2]
- Lauren Mayberry stated on the record that ""Gun"" is not about a relationship, despite widespread listener interpretation to the contrary: ""A lot of people think 'Gun' is about a relationship, but it's not. But I think that's the great thing about it. What they meant to me isn't what they'll mean to all when they hear them."" [1]
- Mayberry stated in 2023 that the Glasgow-specific slang behind the song was not widely understood: ""I was under the misunderstanding that somebody being a gun — being a bit of a weapon — was a thing that was commonly understood, but I don't think it was widely spread. I think it must've been hyperlocal slang."" She described not having researched whether the phrase would be understood outside that context. [3]
- Mayberry reflected in 2023 that ""Gun"" — and similar tracks across the CHVRCHES catalogue — represents aspirational take-no-shit feminism that ""belies what was actually being experienced and what was actually occurring"": ""Songwriting should all be grounded in a place of truth, but it doesn't have to be grounded in a place of fact."" [3]
- Iain Cook offered a view on the song's open-ended meaning: ""Once a song becomes part of the public consciousness, it doesn't matter what the artist intended anymore, because it doesn't belong to the artist."" [1]
- Due to Lauren Mayberry's Glaswegian pronunciation of the word ""back,"" some listeners have heard a line in ""Gun"" as ""stuck in the knife that you held up my butt"" — acknowledged by Mayberry as an ongoing misheard lyric. [3]","1. consequence.net-2013-09-cover-story-chvrches
2. australian-charts.com-showinterpret.asp-interpret-Chvrches
3. stereogum.com-2236734-chvrches-debut-album-the-bones-of-what-you-believe-turns-10-interviews"
hansa-session-ep-2018,"CHVRCHES Hansa Session EP, Late 2018",16.11.2018,Love Is Dead,"- The Hansa Session EP was released digitally on 2018-11-16; a limited 10"" vinyl edition followed on 2018-12-14. [2,3]
- The Hansa Session EP was recorded at Hansa Studios in Berlin during the Love Is Dead European tour, despite a ""hectic"" schedule; Cook stated: ""When we had the opportunity to record at Hansa we jumped at it even though we were in the middle of a hectic tour."" [1,2,3]
- The Hansa Session EP tracklist comprises: ""Graffiti,"" ""Miracle,"" ""Get Out,"" ""Heaven/Hell,"" and ""Really Gone."" [2,3]
- The EP is named after Hansa Studios, Berlin, which Iain Cook described as ""hallowed ground"": ""my heroes Bowie, Depeche, Iggy, Siouxsie, Tangerine Dream, Nick Cave amongst others made arguably their best work in that building."" [1,2,3]
- Cook described the Hansa Session as ""a chance to hold a mirror up to these five songs and look at them from a different angle, and that is something that you don't always get the chance to do as an artist."" [2]
- Mayberry described the opportunity: ""It was really fun to try to reinterpret the songs and still communicate the messages and emotions with different arrangements."" She also noted: ""Once an album is out and you're on the road, it's harder to be creative so it's exciting when those opportunities present themselves."" [2,3]
- The Hansa Session EP features acoustic arrangements with string quartet for several songs from Love Is Dead. [1,3]","1. www.allmusic.com-artist-chvrches-mn0003052164-related
2. www.clashmusic.com-news-chvrches-announce-new-hansa-session-ep
3. consequence.net-2018-11-stream-chvrches-hansa-sessions-ep"
he-said-she-said-single-2021,"""He Said She Said"" (CHVRCHES Single, April 2021)",19.04.2021,Screen Violence,"- ""He Said She Said"" was released in Australia as a commercial single on 2021-04-19 on Vertigo Berlin, per the australian-charts.com singles discography; by Australian release date it appears to have been the lead single ahead of Screen Violence (August 2021), preceding ""How Not To Drown"" (Australian single release 2021-06-04) by approximately six weeks. [1]
- ""He Said She Said"" was explicitly identified by CHVRCHES as their first single from Screen Violence at the time of the album's announcement on 2021-06-03. [2]
- ""He Said She Said"" reached #1 on the NACC radio singles chart in the US. [3]
- ""He Said She Said"" charted in the J-WAVE TOKIO HOT 100 top 10 for three consecutive weeks in Japan. [3]","1. australian-charts.com-showinterpret.asp-interpret-Chvrches
2. americansongwriter.com-chvrches-reveal-fourth-album-screen-violence-share-how-not-to-drown-with-the-cures-robert-smith
3. www.beatink.com-products-detail.php-product_id-11870"
heaven-hell-song,"""Heaven/Hell"" (Song)",,Love Is Dead,"- ""Heaven/Hell"" appears on Love Is Dead (2018). A Love Is Dead promotional text describes the song as addressing what it means to be a rock band with a female frontwoman. The promotional text quotes the following lyrics: ""Is it right if I'm a perfect actress / Playing the princess in distress? / Is it alright if I save myself and / If I clean up my own mess? / Is it enough yet, 'cause I've had enough?"" [1,2]
- Lauren Mayberry described the subject matter of ""Heaven/Hell"" in Love Is Dead promotional material (circa 2018, translated from German): the song addresses the vulgar sexism and misogyny she encounters — and is expected to tolerate — because she is a woman singing on stage. [1,2]","1. archiv.lka-longhorn.de-konzerte-aktuelle-konzerte-konzert-details-article-chvrches
2. www.the-beatyard.com-act-chvrches"
here-with-me-song,"""Here with Me"" (Marshmello featuring CHVRCHES, 2019)",08.03.2019,Love Is Dead,"- In 2019, CHVRCHES appeared on Marshmello's track ""Here with Me."" [1]
- ""Here With Me (Marshmello feat. Chvrches)"" was released in Australia as a commercial single on 2019-03-08 on the Joytime / Republic multi-label imprint. It entered the Australian singles chart on 2019-03-31, peaked at #9, and spent 17 weeks on the chart. [2]
- ""Here with Me"" (Marshmello ft. CHVRCHES) was certified Silver in the UK by the BPI on 2019-05-09, certified Gold on 2019-07-18, and certified Platinum on 2020-04-02; the Platinum is the highest UK certification of any CHVRCHES-associated release in the BPI database. [3]
- The BPI lists ""Here with Me"" under corporate label UNIVERSAL MUSIC JOYTIME/POSITIVA, distinct from all other CHVRCHES entries in the BPI database which carry UNIVERSAL MUSIC VIRGIN. [3]
- ""Here With Me"" accumulated more than 15 million views on YouTube (figure stated in an August 2021 interview). [4]
- Mayberry described ""Here With Me"" as CHVRCHES' ""most successful song ever"" in August 2021. [4]","1. www.allmusic.com-artist-chvrches-mn0003052164-related
2. australian-charts.com-showinterpret.asp-interpret-Chvrches
3. www.bpi.co.uk-page-certified-awards
4. www.telegraph.co.uk-music-artists-chvrches-trauma-behind-new-album-screen-violence-became-obsessed"
high-enough-to-carry-me-over-song,"""High Enough to Carry Me Over"" (Song)",,Love Is Dead,"- Martin Doherty is the primary lead vocalist on ""High Enough to Carry You Over"" (also referred to as ""High Enough to Carry Me Over"" in some live-review sources), consistent with the album recording; a 2015 Billboard review by Carl Wilson also identified this as the song where ""one of the guys occasionally takes over lead vocals."" At the 22 July 2018 Hordern Pavilion show, Doherty took lead vocal on the track live. [1,2,3]
","1. aaabackstage.com-live-review-chvrches-hordern-pavilion-22-07-2018
2. www.allmusic.com-album-every-open-eye-mw0002861832
3. www.billboard.com-articles-review-6693416-chvrches-every-open-eye-album-review"
hostess-club-weekender-japan,"CHVRCHES at Hostess Club Weekender, Japan (TBOWYTB Era)",,The Bones of What You Believe,- CHVRCHES performed at Hostess Club Weekender in Japan; the Hostess Entertainment product page (September 2018) — which is published by the same company that organises the Weekender series — mentions this as part of their breakthrough in Japan following the release of The Bones of What You Believe in September 2013. The specific edition(s) of Hostess Club Weekender they appeared at are not stated in this source. [1],1. hostess.co.jp-releases-2018-09-HSE-6864
how-not-to-drown-song,"""How Not to Drown"" (Song)",02.06.2021,Screen Violence,"- ""How Not to Drown"" features Robert Smith alongside Lauren Mayberry on vocals; AllMusic's Heather Phares describes the track as Mayberry and Smith ""trading notes on self-preservation."" [1]
- ""How Not to Drown"" was identified as the second single from Screen Violence at the time of the album's announcement on 2021-06-03. [2]
- ""How Not To Drown (Chvrches feat. Robert Smith)"" was released in Australia as a commercial single on 2021-06-04 on Vertigo Berlin, per the australian-charts.com singles discography. [3]
- CHVRCHES described their experience collaborating with Robert Smith on ""How Not To Drown"" as ""mental"" in a contemporaneous NME interview at the time of the single's 2021 release. [4]
- The collaboration came about through CHVRCHES' manager, who knew someone in common with Robert Smith and passed on the band's email address; Smith has no manager and communicates only by email. The first message CHVRCHES received from Smith said ""Aloha."" Mayberry described the collaboration as ""insane."" [5]
- All work on ""How Not to Drown"" was done remotely, exclusively by email, with no Zoom or in-person sessions; Mayberry stated: ""We sent him a bunch of demos we'd been working on not knowing what to expect. It was all worked on remotely, just through email, no Zoom or anything."" [5]
- Mayberry described the band's feeling about the Robert Smith collaboration: ""If everything ended tomorrow, we'd be beyond happy."" [5]
- Martin Doherty recounted on ALT 92.3 (original broadcast 2021-07-04) that CHVRCHES' manager initiated the collaboration by attempting to contact Robert Smith's management without realising that Smith is self-managed; the manager then received a direct message from Smith asking what they wanted, which he relayed to the band in a state of excitement. Smith confirmed on the same broadcast that his message was words ""along the lines of, 'What do you want?'"" This account complements the earlier detail (from The Skinny) that Smith subsequently communicated by email and that CHVRCHES' first direct message from him opened with ""Aloha."" [6]
- Robert Smith stated on ALT 92.3 (2021-07-04) that he received a batch of five or six songs from CHVRCHES that were already ""pretty well-formed"" — ""they sounded like proper songs, they weren't just like sketches"" — and that he wrote back to the band with individual thoughts on each one before settling on ""How Not to Drown."" He described walking around outside singing along to the demos: ""I just felt that 'How Not to Drown' was — just sort of — it just felt right."" [6]
- Robert Smith stated that the demo of ""How Not to Drown"" already had ""a bit of a male vocal going on it,"" which helped him think about how he could fit into the track vocally; he also cited the song's melodic and textural qualities as drawing him to it above the other songs in the batch. [6]
- Robert Smith's only stated production note on the original mix of ""How Not to Drown"" was to turn up the bass, which he called ""a hook."" Iain Cook also referenced hi-hat adjustments; Martin Doherty confirmed the adjustment was technically complex because the elements were ""all connected"" in the production, resulting in a revised mix with ""hats down"" noted in the title. [6]
- A Robert Smith remix of ""How Not to Drown"" was released prior to 2021-07-04 (the broadcast date of the ALT 92.3 interview, at which the remix was described as having ""just come out""). Smith described his remix process as taking individual stems from the original and highlighting elements he felt were underrepresented in the mix. [6]
- CHVRCHES described Robert Smith as their ""ultimate hero"" at the time of the ""How Not To Drown"" collaboration (translated from Japanese). [7]
- ""How Not To Drown"" was selected as the cover of Apple Music's ""New Music Daily"" playlist at the time of its 2021 release. [7]
- In live performance during the Screen Violence tour, Martin Doherty played a small piano brought down closer to the front of the stage during ""How Not To Drown,"" while Lauren Mayberry managed both vocal parts of the duet (her own and Smith's studio part). [8]
- ""How Not To Drown"" was released as a digital single on 2021-06-02, one day before the formal Screen Violence album announcement (2021-06-03); the release was previewed by a premiere via Zane Lowe on Apple Music at 9am PT / 12pm ET / 5pm UK. [9]
- The original lyrics for ""How Not to Drown"" were different from those in the released version; both the pre-final demo (with original lyrics) and a snippet of the final vocal recording were played at the music video premiere livestream in June 2021. Martin Doherty referred to his own demo contribution as ""mad autumn vocals."" [10]
- The ""How Not to Drown"" music video was filmed entirely by Iain Cook, working alone in Scotland; Cook completed the video independently and delivered the finished product to Mayberry and Doherty, who had no on-set involvement. Mayberry described it: ""He silently made the video and then delivered us the end product."" [10]
- Robert Smith, at the music video premiere livestream in June 2021, said the video was ""consensual"" and ""good because it makes you want to watch the third one."" [10]
- ""How Not To Drown"" was ranked #8 on Consequence of Sound's Top Songs of 2021 list. [11]
- ""How Not To Drown"" originated as a file Martin Doherty had named ""piano drum ting,"" written during the Love Is Dead US tour leg while he was ""hiding in the most remote corner of some venue, making music on my laptop"" as a means of escaping what was going on in his head. [12]
- The Robert Smith collaboration came about after CHVRCHES cold-emailed The Cure's manager about possible support slots; this initial contact opened the creative relationship that led to ""How Not To Drown."" (The Daily Telegraph account — ""cold emailed The Cure's manager"" — complements the existing corpus record, which describes CHVRCHES' manager attempting to reach Smith's management and discovering Smith is self-managed.) [12]
- The day ""How Not To Drown"" was released, Doherty posted on Instagram: ""today is the proudest moment of my life in music. Confirmation that even when things seem like they're at their worst, something good can grow. I may never entirely conquer my mental health issues but they can be a catalyst for something positive. If you feel like giving up, don't."" [12]","1. www.allmusic.com-album-screen-violence-mw0003537654
2. americansongwriter.com-chvrches-reveal-fourth-album-screen-violence-share-how-not-to-drown-with-the-cures-robert-smith
3. australian-charts.com-showinterpret.asp-interpret-Chvrches
4. www.nme.com-news-music-watch-chvrches-debut-heavy-new-song-conman-at-robert-smiths-teenage-cancer-trust-shows-at-royal-albert-hall-3937136
5. www.theskinny.co.uk-music-interviews-chvrches-interview-screen-violence
6. www.youtube.com-watch-v-_ziKLB2-ik8
7. www.beatink.com-products-detail.php-product_id-11870
8. www.brumlive.com-chvrches-birmingham-o2-academy-18th-march-2022
9. www.instagram.com-p-CPlrRSmjI-W
10. www.youtube.com-watch-v-0XoMu7Bz7YE
11. consequence.net-2021-12-chvrches-band-of-the-year-2021-interview
12. www.telegraph.co.uk-music-artists-chvrches-trauma-behind-new-album-screen-violence-became-obsessed"
iain-cook-biography,Iain Cook — Biographical Facts,,,"- Iain Cook was born on 1974-11-02.
- Iain Cook grew up in West Lothian and had lived in Glasgow for approximately 15 years as of December 2013, placing his move to Glasgow around 1998–1999. [1]
- Iain Cook stated in December 2013 that he disagreed with the view that musicians must move to London to build a career, saying ""Many of them run away to London, but we're staying there"" in reference to CHVRCHES remaining based in Glasgow. [1]
- Iain Cook studied at Glasgow's University of Strathclyde, where he met Martin Doherty in 2003; at the time, Cook was lecturing a class at Strathclyde in which Doherty was a student — a fact that many published profiles omitted, instead describing the two as simply having ""met at university."" [2,3,4]
  - ⚠️ Conflicts with: the shirt that caught Cook's eye — AllMusic and Consequence of Sound describe it as a ""Paul Harvey t-shirt,"" while Stereogum (2023) identifies it as a ""PJ Harvey shirt."" PJ Harvey (the musician) is the more contextually plausible referent; the earlier sources may contain a transcription error. [2,3,4]
- Iain Cook's role in Aereogramme was as guitarist; he was a member of the band for approximately eight years. [5,3]
- Iain Cook originally studied architecture before switching to music; despite this background, he is described as ""the most seasoned in rock"" of the three CHVRCHES members. [3]
- Cook has been a member of the following Glasgow-based guitar bands prior to CHVRCHES: Les Tinglies, Aereogramme, and The Unwinding Hours. He described himself as ""a veteran of Glasgow's indie rock scene for the last 20 years"" (as of 2015). [6]
- After leaving Aereogramme by 2007, Cook became a composer for film and television; his composing work included work for the BBC specifically. He described his output as including ""lots of adverts and a couple of children's TV series,"" adding that the names of the series would ""remain a secret."" [2,5,9]
- During his post-Aereogramme BBC composing period, Cook collaborated with Jim Kerr of Simple Minds. [5]
- Cook has openly admitted his affinity for catchy pop music, citing artists such as Katy Perry as examples. [5]
- In addition to his film and TV scoring work, Cook was a member of the Scottish post-rock band The Unwinding Hours following Aereogramme's dissolution and before forming CHVRCHES. [7]
- Iain Cook singled out the Troubadour in Los Angeles as a standout CHVRCHES live venue, describing its intimate atmosphere — the sense of the audience being all around the performers — as well as the historical photographs of Janis Joplin, Jimi Hendrix, and Jim Morrison on the walls: ""This place has got some real history and you can feel it."" [8]
- Cook described his TV and film composing work as ""quite soul-chipping, just spending hours on the computer plodding away at the same note"" (made in a Pitchfork interview, cross-referenced in the Chicago Tribune's 2015-10-22 profile). [10]","1. www.youtube.com-watch-v-4c84i8R5H-8
2. www.allmusic.com-artist-chvrches-mn0003052164-related
3. consequence.net-2013-09-cover-story-chvrches
4. stereogum.com-2236734-chvrches-debut-album-the-bones-of-what-you-believe-turns-10-interviews
5. allroyforprez.blogspot.com-2012-07-churches
6. www.undertheradarmag.com-interviews-chvrches_-_the_under_the_radar_cover_story
7. www.soundonsound.com-people-chvrches
8. www.youtube.com-watch-v-5vx-IX4uRqY
9. www.bbc.co.uk-news-entertainment-arts-20780332
10. www.chicagotribune.com-entertainment-music-ct-chvrches-interview-ott-1023-20151019-story",Exist
intersect-festival-2019-12,"CHVRCHES at Intersect Music Festival 2019, Las Vegas",,Love Is Dead,"- CHVRCHES were listed on the full lineup for the inaugural Intersect Music Festival, scheduled for 2019-12-06 and 2019-12-07 at Las Vegas Festival Grounds, Las Vegas, Nevada; the lineup was announced via official AWS press release on 2019-10-16. [1]
- The Intersect Music Festival was presented by Amazon Web Services (AWS) and produced by Production Club; it was the inaugural edition of the festival. [1]
- Co-billed acts at Intersect 2019 included Foo Fighters, Kacey Musgraves, Beck, Brandi Carlile, and Flying Lotus, among approximately 30 acts total. [1]",1. press.aboutamazon.com-2019-10-intersect-music-festival-announces-full-2019-lineup
island-records-signing-2023,"CHVRCHES Sign to Island Records, February 2023",,Screen Violence,"- CHVRCHES signed to Island Records in February 2023, announced concurrently with the release of their single ""Over""; the Billboard headline describing the event was ""Chvrches Returns With Huge Single 'Over,' Island Records Deal & 'A New Lease on Life'"" (Jason Lipshutz, 23 February 2023). [1]
- The signing itself occurred in 2022 — Mayberry referred to it as ""last year"" in the February 2023 Billboard interview — with the public announcement made concurrently with the ""Over"" single release on 2023-02-24. [2]
- The deal involved Island Records for North America and EMI for the UK; the Australian release of ""Over"" (2023-02-24) appeared on the Virgin EMI imprint, consistent with the UK/International EMI component. [2,1]
- CHVRCHES left Glassnote Records after four albums (The Bones of What You Believe, Every Open Eye, Love Is Dead, and Screen Violence) for the new deal. Mayberry specifically named Daniel Glass as the person the band is ""forever indebted"" to: ""We're incredibly grateful to Glassnote and forever indebted to Daniel Glass for seeing something in our band and being so supportive of that over the years. That'll always be a part of the family of the band and the foundation of what it was""; she also described the broader partnership as one in which CHVRCHES were ""always really lucky to have great partners."" [2,3]
- Mayberry described the emotional weight of leaving Glassnote: ""Making some of the changes was quite emotional… But we're really excited by what Island and EMI were bringing to the table."" [2]
- Martin Doherty framed the signing as opening a new creative chapter: ""Something that's come up recently, that I thought was a nice way to frame this, is that we signed new record deals, and there's kind of a new lease on life for the band. It's a chance for us to work within a new paradigm."" [2]
- Mayberry cited a desire for a label that approached CHVRCHES holistically as a driver of the move: ""It was really exciting to talk to people who viewed it more holistically, like, 'Where are Chvrches fans, and how can we get things to them?'"" She contrasted this with what she described as an ""old-school approach"" of getting songs on the radio that she felt had not served the band. [2]","1. www.billboard.com-artist-Chvrches-chart-history-ALT
2. www.billboard.com-music-pop-chvrches-interview-over-single-island-records-feature-1235259499
3. consequence.net-2023-02-chvrches-over-interview"
julia-thirteen-band,Julia Thirteen — Martin Doherty's First Band,,With Tired Hearts,"- Martin Doherty's first band was called Julia Thirteen. [1]
- Iain Cook helped Julia Thirteen record some of their first and only material; Doherty explained that the band ""couldn't afford microphones"" and relied on Cook's assistance. [1]
- Julia Thirteen were active before the Aereogramme dissolution in 2007; the article implies they recorded a small body of work that was never widely released. [1]",1. consequence.net-2013-09-cover-story-chvrches
laneway-festival-detroit-2013,"CHVRCHES at Laneway Festival, Detroit, 14 September 2013",14.09.2013,The Bones of What You Believe,"- CHVRCHES performed at Laneway Festival in Detroit on 2013-09-14, per the June 2013 tour announcement. [1,2]
- After the CHVRCHES performance at Laneway Festival Detroit, Sigur Rós frontman Jónsi visited their dressing room to express his fandom over beers. Iain Cook described this as a ""nice moment,"" though he was understated in recounting it. [1]","1. consequence.net-2013-09-cover-story-chvrches
2. consequence.net-2013-06-chvrches-announce-massive-u-s-tour"
laneway-festival-melbourne-2016-02-13,"CHVRCHES at Laneway Festival, Footscray Community Arts Centre, Melbourne, 2016-02-13",13.02.2016,Every Open Eye,"- The 2016 Laneway Festival at Footscray Community Arts Centre, Melbourne (on the banks of the Maribyrnong River), on 2016-02-13 was sold out. [1]
- CHVRCHES performed on the Dean Turner stage and were described as one of the biggest names on the bill. [1]
- Violent Soho performed immediately before CHVRCHES on the Dean Turner stage. [1]
- CHVRCHES opened their set with ""Never Ending Circles"", accompanied by a spectacular lights show. [1]
- The CHVRCHES set included (partial list): ""Never Ending Circles,"" ""Gun,"" ""Recover,"" ""The Mother We Share""; the set was described as showcasing *Every Open Eye*. [1]
- A technical glitch left Lauren Mayberry inaudible on two separate occasions during the set; she returned each time to rapturous applause. [1]
- At the end of the set, Lauren Mayberry gave her necklace to a fan in the front row who was overcome with emotion. [1]
- Other notable acts on the 2016 Melbourne Laneway Festival bill included Flume, Purity Ring, High Tension, Violent Soho, and Hermitude. [1]",1. www.theaureview.com-music-festival-review-laneway-festival-footscray-community-arts-centre-melbourne-13-02-16
late-night-jimmy-fallon-2013-06,"CHVRCHES on Late Night with Jimmy Fallon, June 2013",,The Bones of What You Believe,"- In June 2013, CHVRCHES performed on Late Night with Jimmy Fallon. [1,3]
- CHVRCHES' appearance on Late Night with Jimmy Fallon was their debut US television performance. [2,3]","1. consequence.net-2013-09-cover-story-chvrches
2. schedule.sxsw.com-2016-2016-events-event-MS36440
3. consequence.net-2013-06-chvrches-announce-massive-u-s-tour"
lauren-mayberry-930-club-2023-09-04,"Lauren Mayberry at 9:30 Club, Washington, D.C., 4 September 2023",04.09.2023,Vicious Creature,"- Lauren Mayberry performed at the 9:30 Club in Washington, D.C. on 2023-09-04; NPR's All Things Considered confirmed this was her first-ever solo concert — she had previously played the 9:30 Club ""many times"" as part of CHVRCHES. [1,2]
- Promotional materials for the show — including the venue marquee, tour posters, and merchandise T-shirts — featured only ""Lauren Mayberry"" with no reference to CHVRCHES. [2]
- Audience members were lined up around the block before the doors opened. Mayberry stated: ""I'm very excited and honestly baffled that people have bought tickets to these shows before there was any music."" [2,3]
- The stage was decorated with bouquets of flowers. [2]
- The live band comprised musicians on drums, guitar, and keys — all women, who also joined in tight harmonies; Mayberry confirmed the all-women lineup was intentional, noting she had spent approximately 20 years performing in bands with men. [2]
- Mayberry performed a nine-song set: eight originals and one cover, a rendition of Madonna's ""Like A Prayer."" She addressed the crowd: ""There's two depressing slow ones, and then the rest of them have a bit of pep."" [2]
- Backstage before the show, Mayberry described the psychological tension between creative ambition and self-consciousness at seeing her own face on solo tour materials: ""I'm gonna be sick, I can't, I can't! I'm like putting merch together and I was like, I don't think you should buy a T-shirt with my face on it — why would anybody want that? But then I can kind of switch into the other part, and I think it's important that the two exist, the yin and the yang."" [2]
- The full nine-song set comprised, in order: Bird (opener, driving feel with '80s-pop-esque instrumentation); Shame; Change Shapes; Mantra; Under the Knife; Crocodile Tears; Like a Prayer; Are You Awake?; Sorry, Etc. (closer, punk-ish feel). [4]
- The ""Like a Prayer"" cover began with a jazzy piano intro before opening into a full synth-bop arrangement, with Mayberry hopping around the stage with a tambourine. [4]
- ""Are You Awake?"" was performed with Mayberry starting solo at the piano, building into what Consequence described as ""an ethereal blossom of sound."" [4]","1. adcjourney.com-2025-02-25-concert-review-lauren-mayberry-930-club-2-18-25
2. www.npr.org-2023-09-06-1197862462-lauren-mayberry-chvrches-solo-are-you-awake
3. www.theskinny.co.uk-music-interviews-chvrches-interview-screen-violence
4. consequence.net-2023-09-lauren-mayberry-like-a-prayer-solo-setlist-video"
lauren-mayberry-930-club-2025-02-18,"Lauren Mayberry at 9:30 Club, Washington, D.C., 18 February 2025",18.02.2025,Vicious Creature,"- Lauren Mayberry performed at the 9:30 Club in Washington, D.C. on 2025-02-18 as part of the Vicious Creature Tour. [1]
- The set lasted approximately one hour and featured most of the songs from her debut solo album Vicious Creature; the performance included all 12 album tracks plus one cover. [1]
- The set included the following songs (as reported): Crocodile Tears; Change Shapes; Mantra; Shame; Anywhere but Dancing; Punch Drunk; Something in the Air; Are You Awake?; Bittersweet Symphony (The Verve cover); A Work of Fiction; Sorry, Etc; Encore: Oh, Mother; Sunday Best. [1]
- Backing musicians on the date were Heather Nation (guitar) and Marian Li-Pino (drums). [1]
- During the main set, Lauren performed a cover of The Verve's ""Bittersweet Symphony"" that opened with an extended solo keyboard intro with Lauren in a spotlight before the full band's entry. [1]
- Lauren used a hybrid megaphone/flashlight prop during ""Something in the Air."" [1]
- The main set closed with ""Sorry, Etc,"" during which Lauren threw her microphone stand across the stage. [1]
- Lauren wore a bright glittering hat she called a ""sporty doily"" and a red t-shirt bearing a message of support for trans readers during the performance. [1]
- A pre-recorded/robotic announcement during the event offered a chance to win a signed setlist by supporting an LGBTQ cause. [1]",1. adcjourney.com-2025-02-25-concert-review-lauren-mayberry-930-club-2-18-25
